symbol,price,rsi,vol_ratio,sma_20,atr,signal,timestamp
TITAN,4039.3,45.6,1.5,Below,128.5,SKIP,2026-03-26T12:35:50.722157
ULTRACEMCO,11204.0,44.3,1.2,Below,401.5,SKIP,2026-03-26T12:35:50.722159
GRASIM,2647.8,45.3,1.4,Below,82.0,SKIP,2026-03-26T12:35:50.722160
ASIANPAINT,2270.2,47.3,1.0,Above,66.2,SKIP,2026-03-26T12:35:50.722162
DIVISLAB,6014.5,40.3,0.9,Below,154.8,SKIP,2026-03-26T12:35:50.722164
EICHERMOT,6992.5,44.2,0.8,Below,250.6,SKIP,2026-03-26T12:35:50.722165
INDUSINDBK,818.4,39.8,0.7,Below,32.4,SKIP,2026-03-26T12:35:50.722167
RELIANCE,1413.1,51.2,1.0,Above,31.6,SKIP,2026-03-26T13:13:42.494289
HDFCBANK,782.3,33.7,1.1,Below,27.3,SKIP,2026-03-26T13:13:42.494306
ICICIBANK,1259.7,38.8,0.9,Below,33.1,SKIP,2026-03-26T13:13:42.494309
SBIN,1060.6,41.4,1.0,Below,35.0,SKIP,2026-03-26T13:13:42.494311
KOTAKBANK,371.1,37.9,2.1,Below,10.4,SKIP,2026-03-26T13:13:42.494313
AXISBANK,1222.1,41.7,1.3,Below,39.6,SKIP,2026-03-26T13:13:42.494315
BAJFINANCE,882.75,44.4,1.6,Below,33.7,SKIP,2026-03-26T13:13:42.494317
BAJAJFINSV,1746.2,37.2,1.2,Below,50.1,SKIP,2026-03-26T13:13:42.494319
HDFCLIFE,612.9,31.8,0.9,Below,17.0,SKIP,2026-03-26T13:13:42.494320
SBILIFE,1851.8,35.4,1.1,Below,48.0,SKIP,2026-03-26T13:13:42.494322
TCS,2377.4,28.6,1.6,Below,60.1,SKIP,2026-03-26T13:13:42.494324
INFY,1279.1,41.9,0.9,Above,36.0,SKIP,2026-03-26T13:13:42.494326
WIPRO,189.05,31.4,0.8,Below,5.0,SKIP,2026-03-26T13:13:42.494328
HCLTECH,1381.3,46.9,1.3,Above,39.0,SKIP,2026-03-26T13:13:42.494329
TECHM,1408.5,49.6,2.2,Above,40.8,SKIP,2026-03-26T13:13:42.494331
LTIM,4292.9,38.8,1.8,Below,155.3,SKIP,2026-03-26T13:13:42.494333
HINDUNILVR,2134.8,40.1,1.1,Below,51.1,SKIP,2026-03-26T13:13:42.494335
ITC,295.7,36.5,1.1,Below,6.5,SKIP,2026-03-26T13:13:42.494336
NESTLEIND,1204.1,41.0,0.9,Below,26.9,SKIP,2026-03-26T13:13:42.494339
BRITANNIA,5647.0,39.8,0.9,Below,144.7,SKIP,2026-03-26T13:13:42.494340
TATACONSUM,1056.1,39.3,1.1,Below,27.1,SKIP,2026-03-26T13:13:42.494342
MARUTI,12711.0,34.8,0.9,Below,421.9,SKIP,2026-03-26T13:13:42.494344
SHRIRAMFIN,956.0,44.5,1.5,Below,51.8,SKIP,2026-03-26T13:13:42.494346
M&M,3128.1,45.1,0.9,Below,123.7,SKIP,2026-03-26T13:13:42.494347
BAJAJ-AUTO,9048.5,43.8,1.2,Below,300.1,SKIP,2026-03-26T13:13:42.494349
HEROMOTOCO,5289.5,45.7,1.0,Below,194.7,SKIP,2026-03-26T13:13:42.494351
BHARTIARTL,1834.9,43.0,1.2,Below,42.4,SKIP,2026-03-26T13:13:42.494353
NTPC,378.4,53.2,0.7,Below,9.7,SKIP,2026-03-26T13:13:42.494354
POWERGRID,295.0,49.4,0.9,Below,9.1,SKIP,2026-03-26T13:13:42.494356
ONGC,270.2,53.6,0.5,Below,7.8,SKIP,2026-03-26T13:13:42.494358
COALINDIA,443.7,50.0,0.6,Below,14.4,SKIP,2026-03-26T13:13:42.494360
TATASTEEL,196.65,50.6,0.9,Below,7.0,SKIP,2026-03-26T13:13:42.494361
HINDALCO,868.65,40.3,0.7,Below,33.0,SKIP,2026-03-26T13:13:42.494363
JSWSTEEL,1156.0,45.7,0.9,Below,41.6,SKIP,2026-03-26T13:13:42.494365
SUNPHARMA,1795.4,56.9,0.7,Above,36.3,SKIP,2026-03-26T13:13:42.494367
DRREDDY,1300.7,53.7,0.9,Above,33.7,SKIP,2026-03-26T13:13:42.494368
CIPLA,1244.4,35.1,1.0,Below,27.3,SKIP,2026-03-26T13:13:42.494370
APOLLOHOSP,7580.5,53.4,1.0,Below,197.5,SKIP,2026-03-26T13:13:42.494372
ADANIENT,1886.6,36.6,1.3,Below,68.8,SKIP,2026-03-26T13:13:42.494374
ADANIPORTS,1375.9,44.0,0.7,Below,47.3,SKIP,2026-03-26T13:13:42.494376
TITAN,4039.3,45.6,1.5,Below,128.5,SKIP,2026-03-26T13:13:42.494377
ULTRACEMCO,11204.0,44.3,1.2,Below,401.5,SKIP,2026-03-26T13:13:42.494379
GRASIM,2647.8,45.3,1.4,Below,82.0,SKIP,2026-03-26T13:13:42.494381
ASIANPAINT,2270.2,47.3,1.0,Above,66.2,SKIP,2026-03-26T13:13:42.494383
DIVISLAB,6014.5,40.3,0.9,Below,154.8,SKIP,2026-03-26T13:13:42.494384
EICHERMOT,6992.5,44.2,0.8,Below,250.6,SKIP,2026-03-26T13:13:42.494387
INDUSINDBK,818.4,39.8,0.7,Below,32.4,SKIP,2026-03-26T13:13:42.494388
RELIANCE,1413.1,51.2,1.0,Above,31.6,SKIP,2026-03-26T21:39:14.084174
HDFCBANK,782.3,33.7,1.1,Below,27.3,SKIP,2026-03-26T21:39:14.084182
ICICIBANK,1259.7,38.8,0.9,Below,33.1,SKIP,2026-03-26T21:39:14.084185
SBIN,1060.6,41.4,1.0,Below,35.0,SKIP,2026-03-26T21:39:14.084186
KOTAKBANK,371.1,37.9,2.1,Below,10.4,SKIP,2026-03-26T21:39:14.084188
AXISBANK,1222.1,41.7,1.3,Below,39.6,SKIP,2026-03-26T21:39:14.084189
BAJFINANCE,882.75,44.4,1.6,Below,33.7,SKIP,2026-03-26T21:39:14.084190
BAJAJFINSV,1746.2,37.2,1.2,Below,50.1,SKIP,2026-03-26T21:39:14.084191
HDFCLIFE,612.9,31.8,0.9,Below,17.0,SKIP,2026-03-26T21:39:14.084193
SBILIFE,1851.8,35.4,1.1,Below,48.0,SKIP,2026-03-26T21:39:14.084194
TCS,2377.4,28.6,1.6,Below,60.1,SKIP,2026-03-26T21:39:14.084195
INFY,1279.1,41.9,0.9,Above,36.0,SKIP,2026-03-26T21:39:14.084196
WIPRO,189.05,31.4,0.8,Below,5.0,SKIP,2026-03-26T21:39:14.084198
HCLTECH,1381.3,46.9,1.3,Above,39.0,SKIP,2026-03-26T21:39:14.084199
TECHM,1408.5,49.6,2.2,Above,40.8,SKIP,2026-03-26T21:39:14.084200
LTIM,4292.9,38.8,1.8,Below,155.3,SKIP,2026-03-26T21:39:14.084201
HINDUNILVR,2134.8,40.1,1.1,Below,51.1,SKIP,2026-03-26T21:39:14.084202
ITC,295.7,36.5,1.1,Below,6.5,SKIP,2026-03-26T21:39:14.084204
NESTLEIND,1204.1,41.0,0.9,Below,26.9,SKIP,2026-03-26T21:39:14.084205
BRITANNIA,5647.0,39.8,0.9,Below,144.7,SKIP,2026-03-26T21:39:14.084206
TATACONSUM,1056.1,39.3,1.1,Below,27.1,SKIP,2026-03-26T21:39:14.084207
MARUTI,12711.0,34.8,0.9,Below,421.9,SKIP,2026-03-26T21:39:14.084208
SHRIRAMFIN,956.0,44.5,1.5,Below,51.8,SKIP,2026-03-26T21:39:14.084210
M&M,3128.1,45.1,0.9,Below,123.7,SKIP,2026-03-26T21:39:14.084211
BAJAJ-AUTO,9048.5,43.8,1.2,Below,300.1,SKIP,2026-03-26T21:39:14.084212
HEROMOTOCO,5289.5,45.7,1.0,Below,194.7,SKIP,2026-03-26T21:39:14.084213
BHARTIARTL,1834.9,43.0,1.2,Below,42.4,SKIP,2026-03-26T21:39:14.084215
NTPC,378.4,53.2,0.7,Below,9.7,SKIP,2026-03-26T21:39:14.084216
POWERGRID,295.0,49.4,0.9,Below,9.1,SKIP,2026-03-26T21:39:14.084217
ONGC,270.2,53.6,0.5,Below,7.8,SKIP,2026-03-26T21:39:14.084218
COALINDIA,443.7,50.0,0.6,Below,14.4,SKIP,2026-03-26T21:39:14.084219
TATASTEEL,196.65,50.6,0.9,Below,7.0,SKIP,2026-03-26T21:39:14.084221
HINDALCO,868.65,40.3,0.7,Below,33.0,SKIP,2026-03-26T21:39:14.084222
JSWSTEEL,1156.0,45.7,0.9,Below,41.6,SKIP,2026-03-26T21:39:14.084223
SUNPHARMA,1795.4,56.9,0.7,Above,36.3,SKIP,2026-03-26T21:39:14.084224
DRREDDY,1300.7,53.7,0.9,Above,33.7,SKIP,2026-03-26T21:39:14.084225
CIPLA,1244.4,35.1,1.0,Below,27.3,SKIP,2026-03-26T21:39:14.084226
APOLLOHOSP,7580.5,53.4,1.0,Below,197.5,SKIP,2026-03-26T21:39:14.084228
ADANIENT,1886.6,36.6,1.3,Below,68.8,SKIP,2026-03-26T21:39:14.084229
ADANIPORTS,1375.9,44.0,0.7,Below,47.3,SKIP,2026-03-26T21:39:14.084230
TITAN,4039.3,45.6,1.5,Below,128.5,SKIP,2026-03-26T21:39:14.084231
ULTRACEMCO,11204.0,44.3,1.2,Below,401.5,SKIP,2026-03-26T21:39:14.084232
GRASIM,2647.8,45.3,1.4,Below,82.0,SKIP,2026-03-26T21:39:14.084234
ASIANPAINT,2270.2,47.3,1.0,Above,66.2,SKIP,2026-03-26T21:39:14.084235
DIVISLAB,6014.5,40.3,0.9,Below,154.8,SKIP,2026-03-26T21:39:14.084236
EICHERMOT,6992.5,44.2,0.8,Below,250.6,SKIP,2026-03-26T21:39:14.084237
INDUSINDBK,818.4,39.8,0.7,Below,32.4,SKIP,2026-03-26T21:39:14.084238
RELIANCE,1377.3,42.8,0.1,Below,31.7,SKIP,2026-03-27T09:38:30.705614
HDFCBANK,764.95,30.9,0.2,Below,27.1,SKIP,2026-03-27T09:38:30.705636
ICICIBANK,1252.0,37.5,0.1,Below,30.6,SKIP,2026-03-27T09:38:30.705640
SBIN,1039.9,37.6,0.1,Below,34.3,SKIP,2026-03-27T09:38:30.705642
KOTAKBANK,365.1,35.1,0.1,Below,10.3,SKIP,2026-03-27T09:38:30.705644
AXISBANK,1205.1,39.4,0.2,Below,38.5,SKIP,2026-03-27T09:38:30.705646
BAJFINANCE,855.85,40.0,0.2,Below,34.6,SKIP,2026-03-27T09:38:30.705648
BAJAJFINSV,1705.9,33.7,0.2,Below,50.3,SKIP,2026-03-27T09:38:30.705650
HDFCLIFE,605.65,30.1,0.2,Below,16.5,SKIP,2026-03-27T09:38:30.705652
SBILIFE,1838.2,33.9,0.1,Below,46.7,SKIP,2026-03-27T09:38:30.705654
TCS,2405.7,33.3,0.2,Below,58.3,SKIP,2026-03-27T09:38:30.705656
INFY,1284.4,43.2,0.1,Above,35.4,SKIP,2026-03-27T09:38:30.705658
WIPRO,189.79,32.9,0.2,Below,4.9,SKIP,2026-03-27T09:38:30.705660
HCLTECH,1394.6,49.7,0.2,Above,39.3,SKIP,2026-03-27T09:38:30.705662
TECHM,1417.9,51.3,0.2,Above,40.3,SKIP,2026-03-27T09:38:30.705664
LTIM,4292.9,38.8,1.8,Below,155.3,SKIP,2026-03-27T09:38:30.705666
HINDUNILVR,2104.9,37.0,0.1,Below,50.9,SKIP,2026-03-27T09:38:30.705667
ITC,293.55,34.9,0.1,Below,6.5,SKIP,2026-03-27T09:38:30.705669
NESTLEIND,1202.4,40.6,0.1,Below,25.5,SKIP,2026-03-27T09:38:30.705671
BRITANNIA,5588.5,37.4,0.1,Below,145.7,SKIP,2026-03-27T09:38:30.705673
TATACONSUM,1039.0,36.0,0.1,Below,27.3,SKIP,2026-03-27T09:38:30.705675
MARUTI,12549.0,33.1,0.1,Below,411.8,SKIP,2026-03-27T09:38:30.705677
SHRIRAMFIN,918.0,40.3,0.2,Below,50.8,SKIP,2026-03-27T09:38:30.705678
M&M,3076.2,42.9,0.1,Below,124.7,SKIP,2026-03-27T09:38:30.705680
BAJAJ-AUTO,8945.0,41.9,0.1,Below,296.4,SKIP,2026-03-27T09:38:30.705682
HEROMOTOCO,5189.0,42.8,0.1,Below,195.7,SKIP,2026-03-27T09:38:30.705684
BHARTIARTL,1825.1,41.6,0.1,Below,40.8,SKIP,2026-03-27T09:38:30.705686
NTPC,377.35,52.3,0.1,Below,9.2,SKIP,2026-03-27T09:38:30.705688
POWERGRID,294.2,48.4,0.2,Below,9.1,SKIP,2026-03-27T09:38:30.705690
ONGC,274.6,58.4,0.2,Above,7.5,SKIP,2026-03-27T09:38:30.705691
COALINDIA,441.95,49.1,0.2,Below,13.9,SKIP,2026-03-27T09:38:30.705693
TATASTEEL,194.79,49.1,0.1,Below,7.0,SKIP,2026-03-27T09:38:30.705695
HINDALCO,864.25,39.6,0.1,Below,32.1,SKIP,2026-03-27T09:38:30.705697
JSWSTEEL,1144.6,44.2,0.1,Below,41.6,SKIP,2026-03-27T09:38:30.705699
SUNPHARMA,1802.0,58.0,0.1,Above,35.1,SKIP,2026-03-27T09:38:30.705701
DRREDDY,1294.0,52.2,0.1,Below,33.1,SKIP,2026-03-27T09:38:30.705703
CIPLA,1233.9,33.3,0.2,Below,27.3,SKIP,2026-03-27T09:38:30.705705
APOLLOHOSP,7535.0,51.6,0.2,Below,195.5,SKIP,2026-03-27T09:38:30.705706
ADANIENT,1860.0,34.7,0.1,Below,66.7,SKIP,2026-03-27T09:38:30.705708
ADANIPORTS,1352.9,41.5,0.1,Below,46.9,SKIP,2026-03-27T09:38:30.705710
TITAN,3992.6,43.3,0.2,Below,127.6,SKIP,2026-03-27T09:38:30.705712
ULTRACEMCO,10992.0,41.8,0.1,Below,393.9,SKIP,2026-03-27T09:38:30.705714
GRASIM,2611.5,42.9,0.1,Below,80.1,SKIP,2026-03-27T09:38:30.705716
ASIANPAINT,2263.0,46.6,0.1,Above,64.7,SKIP,2026-03-27T09:38:30.705718
DIVISLAB,5974.5,38.5,0.2,Below,152.6,SKIP,2026-03-27T09:38:30.705720
EICHERMOT,6857.5,41.5,0.1,Below,249.8,SKIP,2026-03-27T09:38:30.705721
INDUSINDBK,800.35,36.9,0.1,Below,31.5,SKIP,2026-03-27T09:38:30.705723
